"No.","Time","Source","Destination","Protocol","Length","Info"
"412","7.653175","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2600:9000:236b:8000:1:5a19:8b40:93a1","TCP","74","51915  >  443 [ACK] Seq=8865 Ack=35485 Win=131584 Len=0"
"413","7.653666","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","109","Standard query 0x8404 A pagead2.googlesyndication.com"
"414","7.653976","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","109","Standard query 0xba97 AAAA pagead2.googlesyndication.com"
"415","7.654164","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=35485 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"416","7.654164","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=36705 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"417","7.654164","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","127","Standard query response 0x596c A tt-10162-1.seg.t.tailtarget.com A 34.102.185.99"
"418","7.654164","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","1294","Application Data"
"419","7.654164","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=39145 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"420","7.654164","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=40365 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"421","7.654164","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [PSH, ACK] Seq=41585 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"422","7.654164","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","221","Standard query response 0x1d46 AAAA tt-10162-1.seg.t.tailtarget.com SOA ns-cloud-d1.googledomains.com"
"423","7.654259","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2600:9000:236b:8000:1:5a19:8b40:93a1","TCP","74","51915  >  443 [ACK] Seq=8865 Ack=42805 Win=131584 Len=0"
"424","7.654625","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","111","Standard query 0xd912 A tt-10162-1.seg.t.tailtarget.com"
"425","7.664516","192.168.3.20","200.192.100.13","DNS","77","Standard query 0xdc62 A www3.l.google.com"
"426","7.664517","192.168.3.20","200.192.100.13","DNS","89","Standard query 0x863c AAAA d387nziaigehmj.cloudfront.net"
"427","7.664516","192.168.3.20","200.192.100.13","DNS","89","Standard query 0x315f AAAA d3bb3369fqeefp.cloudfront.net"
"428","7.679441","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","98","Standard query 0x8ed8 HTTPS ping.chartbeat.net"
"429","7.679596","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","98","Standard query 0x25c7 A ping.chartbeat.net"
"430","7.679770","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","97","Standard query 0xe69e A mab.chartbeat.com"
"431","7.679795","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","98","Standard query 0xd6c9 AAAA ping.chartbeat.net"
"432","7.679844","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","97","Standard query 0xb3ab HTTPS mab.chartbeat.com"
"433","7.679928","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","97","Standard query 0x3096 AAAA mab.chartbeat.com"
"434","7.679936","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","104","Standard query 0xa14e A www.google-analytics.com"
"435","7.679975","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","110","Standard query 0x4422 HTTPS securepubads.g.doubleclick.net"
"436","7.680011","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","104","Standard query 0xd022 HTTPS www.google-analytics.com"
"437","7.680072","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","104","Standard query 0x769f AAAA www.google-analytics.com"
"438","7.680379","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","95","Standard query 0x901f A www.gstatic.com"
"439","7.680398","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","95","Standard query 0x50c6 HTTPS www.gstatic.com"
"440","7.680434","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","109","Standard query 0xfcd5 HTTPS pagead2.googlesyndication.com"
"441","7.680497","192.168.3.20","200.192.100.13","DNS","91","Standard query 0x471d HTTPS tt-10162-1.seg.t.tailtarget.com"
"442","7.680505","192.168.3.20","200.192.100.13","DNS","80","Standard query 0x1acb AAAA static.chartbeat.com"
"443","7.680523","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","95","Standard query 0x294f AAAA www.gstatic.com"
"444","7.680563","192.168.3.20","200.192.100.13","DNS","80","Standard query 0x3d64 A static.chartbeat.com"
"445","7.680565","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","105","Standard query 0x1fe1 A tpc.googlesyndication.com"
"446","7.680566","192.168.3.20","200.192.100.13","DNS","91","Standard query 0xd912 A tt-10162-1.seg.t.tailtarget.com"
"447","7.680605","192.168.3.20","200.192.100.13","DNS","89","Standard query 0x8404 A pagead2.googlesyndication.com"
"448","7.680613","192.168.3.20","200.192.100.13","DNS","89","Standard query 0xba97 AAAA pagead2.googlesyndication.com"
"449","7.680626","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","105","Standard query 0x7e52 HTTPS tpc.googlesyndication.com"
"450","7.680678","192.168.3.20","200.192.100.13","DNS","80","Standard query 0xf629 HTTPS static.chartbeat.com"
"451","7.680705","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","105","Standard query 0xe2bc AAAA tpc.googlesyndication.com"
"452","7.686773","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","94","Standard query 0x81f3 A cdn.cxense.com"
"453","7.687114","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","94","Standard query 0xa801 AAAA cdn.cxense.com"
"454","7.688066","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2600:1419:6200:11::1729:f7c3","TCP","86","51916  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"455","7.689551","192.168.3.20","34.120.208.123","TLSv1.3","202","Application Data"
"456","7.689638","192.168.3.20","34.120.208.123","TLSv1.3","1493","Application Data"
"457","7.689713","192.168.3.20","34.120.208.123","TLSv1.3","158","Application Data"
"458","7.695478","192.168.3.20","200.192.100.13","DNS","78","Standard query 0x25c7 A ping.chartbeat.net"
"459","7.695478","192.168.3.20","200.192.100.13","DNS","78","Standard query 0x8ed8 HTTPS ping.chartbeat.net"
"460","7.697603","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","94","Standard query 0x9ff9 HTTPS cdn.cxense.com"
"461","7.697852","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","108","Standard query 0x0e9e A player.fantascope.uol.com.br"
"462","7.698067","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","108","Standard query 0x5995 AAAA player.fantascope.uol.com.br"
"463","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=42805 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"464","7.698943","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","113","Standard query response 0xdc62 A www3.l.google.com A 142.251.132.238"
"465","7.698943","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","333","Standard query response 0x863c AAAA d387nziaigehmj.cloudfront.net AAAA 2600:9000:236d:ca00:12:a82:2ec0:93a1 AAAA 2600:9000:236d:2e00:12:a82:2ec0:93a1 AAAA 2600:9000:236d:5c00:12:a82:2ec0:93a1 AAAA 2600:9000:236d:2800:12:a82:2ec0:93a1 AAAA 2600:9000:236d:1400:12:a82:2ec0:93a1 AAAA 2600:9000:236d:ce00:12:a82:2ec0:93a1 AAAA 2600:9000:236d:5200:12:a82:2ec0:93a1 AAAA 2600:9000:236d:ac00:12:a82:2ec0:93a1"
"466","7.698943","200.192.100.13","192.168.3.20","DNS","136","Standard query response 0xe18b AAAA a230.dscb.akamai.net AAAA 2600:1419:6200:11::1729:f7c5 AAAA 2600:1419:6200:11::1729:f7c3"
"467","7.698943","200.192.100.13","192.168.3.20","DNS","168","Standard query response 0x9386 AAAA sb.scorecardresearch.com SOA ns-905.awsdns-49.net"
"468","7.698943","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","333","Standard query response 0x315f AAAA d3bb3369fqeefp.cloudfront.net AAAA 2600:9000:236d:5c00:1c:9011:a540:93a1 AAAA 2600:9000:236d:d600:1c:9011:a540:93a1 AAAA 2600:9000:236d:9800:1c:9011:a540:93a1 AAAA 2600:9000:236d:7200:1c:9011:a540:93a1 AAAA 2600:9000:236d:6400:1c:9011:a540:93a1 AAAA 2600:9000:236d:8a00:1c:9011:a540:93a1 AAAA 2600:9000:236d:2c00:1c:9011:a540:93a1 AAAA 2600:9000:236d:a000:1c:9011:a540:93a1"
"469","7.698943","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","221","Standard query response 0x471d HTTPS tt-10162-1.seg.t.tailtarget.com SOA ns-cloud-d1.googledomains.com"
"470","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=44025 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"471","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=45245 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"472","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=46465 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"473","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [PSH, ACK] Seq=47685 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"474","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=48905 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"475","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=50125 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"476","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=51345 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"477","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=52565 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"478","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=53785 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"479","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","1294","Application Data"
"480","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=56225 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"481","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=57445 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"482","7.698943","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=58665 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"483","7.699132","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2600:9000:236b:8000:1:5a19:8b40:93a1","TCP","74","51915  >  443 [ACK] Seq=8865 Ack=59885 Win=131584 Len=0"
"484","7.699559","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","97","Standard query 0x7215 AAAA www3.l.google.com"
"485","7.699559","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","108","Standard query 0x29fc HTTPS player.fantascope.uol.com.br"
"486","7.702132","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=59885 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"487","7.702132","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=61105 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"488","7.702132","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [PSH, ACK] Seq=62325 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"489","7.702132","200.192.100.13","192.168.3.20","DNS","189","Standard query response 0x2d08 A conteudo.imguol.com.br CNAME d1hxtwa6q4vdbe.cloudfront.net A 108.157.173.2 A 108.157.173.31 A 108.157.173.72 A 108.157.173.96"
"490","7.702132","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","209","Standard query response 0x2d08 A conteudo.imguol.com.br CNAME d1hxtwa6q4vdbe.cloudfront.net A 108.157.173.72 A 108.157.173.2 A 108.157.173.31 A 108.157.173.96"
"491","7.702132","200.192.100.13","192.168.3.20","DNS","93","Standard query response 0xdc62 A www3.l.google.com A 142.251.132.238"
"492","7.702132","200.192.100.13","192.168.3.20","DNS","313","Standard query response 0x315f AAAA d3bb3369fqeefp.cloudfront.net AAAA 2600:9000:236d:d600:1c:9011:a540:93a1 AAAA 2600:9000:236d:5c00:1c:9011:a540:93a1 AAAA 2600:9000:236d:9800:1c:9011:a540:93a1 AAAA 2600:9000:236d:a000:1c:9011:a540:93a1 AAAA 2600:9000:236d:2c00:1c:9011:a540:93a1 AAAA 2600:9000:236d:6400:1c:9011:a540:93a1 AAAA 2600:9000:236d:8a00:1c:9011:a540:93a1 AAAA 2600:9000:236d:7200:1c:9011:a540:93a1"
"493","7.702132","200.192.100.13","192.168.3.20","DNS","313","Standard query response 0x863c AAAA d387nziaigehmj.cloudfront.net AAAA 2600:9000:236d:ac00:12:a82:2ec0:93a1 AAAA 2600:9000:236d:2e00:12:a82:2ec0:93a1 AAAA 2600:9000:236d:1400:12:a82:2ec0:93a1 AAAA 2600:9000:236d:5c00:12:a82:2ec0:93a1 AAAA 2600:9000:236d:2800:12:a82:2ec0:93a1 AAAA 2600:9000:236d:5200:12:a82:2ec0:93a1 AAAA 2600:9000:236d:ce00:12:a82:2ec0:93a1 AAAA 2600:9000:236d:ca00:12:a82:2ec0:93a1"
"494","7.702132","200.192.100.13","192.168.3.20","DNS","201","Standard query response 0x471d HTTPS tt-10162-1.seg.t.tailtarget.com SOA ns-cloud-d1.googledomains.com"
"495","7.702132","200.192.100.13","192.168.3.20","DNS","346","Standard query response 0x1acb AAAA static.chartbeat.com CNAME d3f7zc5bbfci5.cloudfront.net AAAA 2600:9000:236c:1800:18:1fcd:354:4b41 AAAA 2600:9000:236c:ac00:18:1fcd:354:4b41 AAAA 2600:9000:236c:6000:18:1fcd:354:4b41 AAAA 2600:9000:236c:c400:18:1fcd:354:4b41 AAAA 2600:9000:236c:8200:18:1fcd:354:4b41 AAAA 2600:9000:236c:aa00:18:1fcd:354:4b41 AAAA 2600:9000:236c:5c00:18:1fcd:354:4b41 AAAA 2600:9000:236c:6200:18:1fcd:354:4b41"
"496","7.702241","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2600:9000:236b:8000:1:5a19:8b40:93a1","TCP","74","51915  >  443 [ACK] Seq=8865 Ack=63545 Win=131584 Len=0"
"497","7.702687","200.192.100.13","192.168.3.20","DNS","107","Standard query response 0xd912 A tt-10162-1.seg.t.tailtarget.com A 34.102.185.99"
"498","7.703295","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","111","Standard query 0x36da AAAA tt-10162-1.seg.t.tailtarget.com"
"499","7.703297","200.192.100.13","192.168.3.20","DNS","117","Standard query response 0xba97 AAAA pagead2.googlesyndication.com AAAA 2800:3f0:4001:806::2002"
"500","7.703297","200.192.100.13","192.168.3.20","DNS","105","Standard query response 0x8404 A pagead2.googlesyndication.com A 142.250.219.34"
"501","7.703297","200.192.100.13","192.168.3.20","DNS","207","Standard query response 0xf629 HTTPS static.chartbeat.com CNAME d3f7zc5bbfci5.cloudfront.net SOA ns-1329.awsdns-38.org"
"502","7.704033","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","109","Standard query 0x0f84 A pagead2.googlesyndication.com"
"503","7.706189","200.192.100.13","192.168.3.20","DNS","206","Standard query response 0x25c7 A ping.chartbeat.net A 3.211.108.232 A 34.206.246.37 A 54.86.243.202 A 3.225.109.195 A 44.214.102.204 A 44.198.22.224 A 44.215.100.99 A 54.91.193.210"
"504","7.706189","200.192.100.13","192.168.3.20","DNS","165","Standard query response 0x8ed8 HTTPS ping.chartbeat.net SOA ns-1726.awsdns-23.co.uk"
"505","7.706189","34.120.208.123","192.168.3.20","TCP","54","443  >  51914 [ACK] Seq=2072 Ack=6754 Win=264192 Len=0"
"506","7.706834","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=63545 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"507","7.706834","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=64765 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"508","7.706834","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=65985 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"509","7.706834","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=67205 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"510","7.706889","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2600:9000:236b:8000:1:5a19:8b40:93a1","TCP","74","51915  >  443 [ACK] Seq=8865 Ack=68425 Win=131584 Len=0"
"511","7.708254","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=68425 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"512","7.708254","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [PSH, ACK] Seq=69645 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"513","7.708254","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","127","Standard query response 0xd912 A tt-10162-1.seg.t.tailtarget.com A 34.102.185.99"
"514","7.708254","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","1294","Application Data"
"515","7.708254","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=72085 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"516","7.708254","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=73305 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"517","7.708254","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=74525 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"518","7.708254","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=75745 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"519","7.708345","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2600:9000:236b:8000:1:5a19:8b40:93a1","TCP","74","51915  >  443 [ACK] Seq=8865 Ack=76965 Win=131584 Len=0"
"520","7.710157","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [PSH, ACK] Seq=76965 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"521","7.710157","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=78185 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"522","7.710157","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=79405 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"523","7.710157","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=80625 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"524","7.710157","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=81845 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"525","7.710157","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=83065 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"526","7.710157","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [PSH, ACK] Seq=84285 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
"527","7.710157","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","366","Standard query response 0x1acb AAAA static.chartbeat.com CNAME d3f7zc5bbfci5.cloudfront.net AAAA 2600:9000:236c:6200:18:1fcd:354:4b41 AAAA 2600:9000:236c:1800:18:1fcd:354:4b41 AAAA 2600:9000:236c:5c00:18:1fcd:354:4b41 AAAA 2600:9000:236c:ac00:18:1fcd:354:4b41 AAAA 2600:9000:236c:c400:18:1fcd:354:4b41 AAAA 2600:9000:236c:6000:18:1fcd:354:4b41 AAAA 2600:9000:236c:8200:18:1fcd:354:4b41 AAAA 2600:9000:236c:aa00:18:1fcd:354:4b41"
"528","7.710216","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2600:9000:236b:8000:1:5a19:8b40:93a1","TCP","74","51915  >  443 [ACK] Seq=8865 Ack=85505 Win=131584 Len=0"
"529","7.711406","192.168.3.20","200.192.100.13","DNS","75","Standard query 0x50c6 HTTPS www.gstatic.com"
"530","7.711407","192.168.3.20","200.192.100.13","DNS","74","Standard query 0xa801 AAAA cdn.cxense.com"
"531","7.711407","192.168.3.20","200.192.100.13","DNS","77","Standard query 0xe69e A mab.chartbeat.com"
"532","7.711407","192.168.3.20","200.192.100.13","DNS","75","Standard query 0x294f AAAA www.gstatic.com"
"533","7.711471","192.168.3.20","200.192.100.13","DNS","74","Standard query 0x81f3 A cdn.cxense.com"
"534","7.711472","192.168.3.20","200.192.100.13","DNS","89","Standard query 0xfcd5 HTTPS pagead2.googlesyndication.com"
"535","7.711475","192.168.3.20","200.192.100.13","DNS","75","Standard query 0x901f A www.gstatic.com"
"536","7.711500","192.168.3.20","200.192.100.13","DNS","84","Standard query 0x769f AAAA www.google-analytics.com"
"537","7.711516","192.168.3.20","200.192.100.13","DNS","85","Standard query 0xe2bc AAAA tpc.googlesyndication.com"
"538","7.711546","192.168.3.20","200.192.100.13","DNS","85","Standard query 0x1fe1 A tpc.googlesyndication.com"
"539","7.711549","192.168.3.20","200.192.100.13","DNS","85","Standard query 0x7e52 HTTPS tpc.googlesyndication.com"
"540","7.711577","192.168.3.20","200.192.100.13","DNS","77","Standard query 0x3096 AAAA mab.chartbeat.com"
"541","7.711585","192.168.3.20","200.192.100.13","DNS","84","Standard query 0xd022 HTTPS www.google-analytics.com"
"542","7.711600","192.168.3.20","200.192.100.13","DNS","90","Standard query 0x4422 HTTPS securepubads.g.doubleclick.net"
"543","7.711619","192.168.3.20","200.192.100.13","DNS","84","Standard query 0xa14e A www.google-analytics.com"
"544","7.711636","192.168.3.20","200.192.100.13","DNS","77","Standard query 0xb3ab HTTPS mab.chartbeat.com"
"545","7.711647","192.168.3.20","200.192.100.13","DNS","78","Standard query 0xd6c9 AAAA ping.chartbeat.net"
"546","7.711802","2600:9000:236b:8000:1:5a19:8b40:93a1","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1294","443  >  51915 [ACK] Seq=85505 Ack=8865 Win=85504 Len=1220 [TCP segment of a reassembled PDU]"
